account_age_months,avg_order_value,total_orders,days_since_last_purchase,discount_usage_rate,return_rate,customer_support_tickets,loyalty_member,browsing_frequency_per_week,cart_abandonment_rate,product_review_score_avg,engagement_score,satisfaction_score,price_sensitivity_index,churned,support_level,discount_level
11,98.42,1,86,0.143,0.0568,0,No,3.8,0.637,2.39,2.0,7.2,3.4,Yes,None,Low
4,114.22,1,64,0.093,0.04,3,No,0.8,0.616,3.38,2.1,6.25,3.0,Yes,Medium,Low
53,33.99,14,4,0.214,0.0808,0,No,5.2,0.657,4.18,7.0,8.91,4.3,No,None,Low
34,137.84,9,50,0.295,0.0928,3,No,3.5,0.686,4.07,3.97,6.76,4.2,No,Medium,Mid
14,35.99,4,36,0.249,0.0848,0,No,4.0,0.37,3.42,4.67,8.14,4.5,No,None,Mid
59,52.82,15,55,0.08,0.0568,0,No,3.6,0.885,4.2,3.95,9.01,3.2,No,None,Low
58,82.68,1,44,0.114,0.0632,2,No,5.4,0.75,4.46,4.63,7.92,3.3,No,Low,Low
38,70.01,1,1,0.376,0.0592,0,No,2.9,0.733,3.47,5.95,8.27,5.2,No,None,Mid
58,162.66,1,1,0.273,0.0392,0,No,3.7,0.962,4.27,6.22,9.14,3.9,No,None,Mid
12,38.42,4,3,0.108,0.108,0,No,3.3,0.649,4.91,6.08,9.55,3.5,No,None,Low
14,54.11,11,17,0.073,0.032,1,Yes,1.4,0.779,4.12,4.98,8.35,3.2,No,Low,Low
56,55.77,15,9,0.312,0.048,1,Yes,4.5,0.729,3.34,6.55,7.51,4.8,No,Low,Mid
14,188.68,11,48,0.518,0.0672,1,No,4.9,0.816,3.75,4.6,7.86,5.5,No,Low,High
25,186.88,1,30,0.105,0.0424,0,No,2.5,0.383,3.3,4.37,8.16,2.6,No,None,Low
19,23.71,5,24,0.504,0.0648,0,Yes,0.5,0.304,3.26,4.13,8.04,6.4,No,None,High
60,60.71,31,13,0.32,0.032,2,Yes,1.4,0.922,3.27,5.85,6.83,4.9,No,Low,Mid
57,25.23,1,2,0.57,0.2688,2,No,0.4,0.461,3.97,5.07,6.74,6.8,No,Low,High
18,77.18,1,2,0.156,0.1528,3,No,3.4,0.58,4.14,6.07,6.63,3.6,No,Medium,Low
55,67.33,1,104,0.493,0.0056,0,Yes,4.8,0.756,3.25,1.63,8.23,6.0,Yes,None,High
59,37.19,1,24,0.35,0.0016,1,No,5.0,0.613,3.59,5.5,7.92,5.2,No,Low,Mid
49,108.6,13,9,0.105,0.0096,1,No,3.7,0.768,3.03,6.22,7.33,3.1,No,Low,Low
12,25.82,1,41,0.12,0.0568,1,Yes,1.2,0.842,5.0,3.38,9.14,3.7,No,Low,Low
3,89.07,2,54,0.034,0.0568,2,No,3.5,0.443,3.59,3.53,7.07,2.7,No,Low,Low
37,52.16,10,41,0.509,0.0016,2,No,6.4,0.583,1.15,5.42,4.81,6.3,No,Low,High
54,188.01,1,21,0.369,0.1408,0,No,2.8,0.593,4.14,4.92,8.67,4.5,No,None,Mid
9,101.27,1,9,0.501,0.0504,0,No,4.6,0.799,4.32,6.12,9.15,5.9,No,None,High
29,54.83,8,6,0.371,0.0816,0,No,6.8,0.6,3.55,7.23,8.28,5.3,No,None,Mid
28,55.54,1,12,0.133,0.0048,1,No,2.8,0.592,3.96,5.37,8.28,3.6,No,Low,Low
53,48.39,14,21,0.192,0.0912,1,Yes,2.0,0.357,3.7,5.08,7.73,4.1,No,Low,Low
22,85.74,1,35,0.349,0.052,1,No,1.1,0.324,3.04,3.65,7.2,4.9,Yes,Low,Mid
1,27.69,1,30,0.304,0.0488,0,Yes,3.8,0.556,4.32,4.8,9.16,5.0,No,None,Mid
12,32.57,1,0,0.205,0.008,1,No,0.0,0.636,4.49,5.03,8.8,4.2,No,Low,Low
4,79.93,2,5,0.188,0.0632,0,No,6.9,0.851,5.0,7.12,9.79,3.8,No,None,Low
24,42.8,1,45,0.395,0.0328,1,No,6.3,0.745,2.83,4.88,7.05,5.5,No,Low,Mid
3,49.27,2,18,0.145,0.0112,0,Yes,0.0,0.602,3.65,4.17,8.61,3.7,No,None,Low
59,64.9,1,80,0.253,0.0296,0,No,0.3,0.716,2.45,1.13,7.35,4.4,Yes,None,Mid
6,17.95,2,3,0.589,0.0096,1,No,0.2,0.435,4.53,4.98,8.83,7.0,No,Low,High
1,54.69,1,19,0.256,0.0552,2,No,1.2,0.806,2.96,4.48,6.44,4.5,No,Low,Mid
17,88.14,1,51,0.198,0.2584,3,No,4.9,0.54,4.37,4.12,6.51,3.9,No,Medium,Low
3,100.5,1,28,0.254,0.0448,1,Yes,0.0,0.663,3.39,3.63,7.57,4.2,No,Low,Mid
51,23.21,13,100,0.039,0.0248,0,No,2.3,0.495,2.94,1.2,7.86,3.1,Yes,None,Low
3,25.53,2,19,0.296,0.076,0,No,0.9,0.718,3.78,4.42,8.53,4.9,No,None,Mid
56,84.12,1,44,0.112,0.1264,1,No,1.4,0.61,4.1,3.3,8.01,3.3,No,Low,Low
9,163.47,10,8,0.319,0.1024,1,No,1.9,0.578,3.73,5.57,7.72,4.3,No,Low,Mid
18,106.93,1,13,0.038,0.136,3,No,0.8,0.642,1.68,4.65,4.23,2.6,No,Medium,Low
33,178.93,9,15,0.512,0.0616,0,No,4.2,0.885,3.12,5.95,7.91,5.5,No,None,High
43,16.09,22,4,0.064,0.0224,0,Yes,2.1,0.711,5.0,6.23,9.93,3.4,No,None,Low
26,140.38,14,29,0.384,0.0048,0,No,3.3,0.458,5.0,5.12,9.98,4.8,No,None,Mid
56,74.84,43,74,0.318,0.0792,0,No,1.2,0.973,5.0,3.13,9.74,4.8,No,None,Mid
22,105.84,17,30,0.205,0.2224,0,Yes,1.5,0.51,5.0,4.57,9.26,3.8,No,None,Low
60,238.89,16,86,0.246,0.2936,0,No,2.6,0.684,4.65,2.1,8.67,3.3,Yes,None,Mid
57,63.03,43,10,0.295,0.0376,1,Yes,3.6,0.752,4.02,7.13,8.23,4.7,No,Low,Mid
1,101.25,1,8,0.202,0.028,0,No,2.0,0.402,4.23,5.3,9.14,3.8,No,None,Low
19,94.41,5,9,0.435,0.0736,1,No,0.3,0.416,4.15,4.82,8.24,5.5,No,Low,Mid
6,177.8,1,24,0.295,0.1456,1,No,5.9,0.416,3.47,5.8,7.32,4.0,No,Low,Mid
26,41.23,1,49,0.345,0.0488,0,No,7.3,0.453,3.01,5.02,7.85,5.2,No,None,Mid
21,24.63,6,42,0.382,0.0032,0,No,5.1,0.631,4.82,4.8,9.81,5.5,No,None,Mid
5,27.83,1,49,0.197,0.1352,1,No,1.2,0.236,5.0,2.98,8.88,4.2,No,Low,Low
18,113.89,10,156,0.166,0.3344,3,No,2.9,0.326,1.66,1.3,3.55,3.5,Yes,Medium,Low
45,74.14,12,9,0.464,0.0856,1,No,2.7,0.654,4.68,5.85,8.73,5.8,No,Low,High
15,36.58,8,31,0.459,0.1104,1,No,1.2,0.307,4.66,4.12,8.63,6.0,No,Low,High
20,97.32,1,60,0.285,0.0192,2,No,2.3,0.706,2.74,2.8,6.34,4.4,Yes,Low,Mid
48,89.49,1,10,0.194,0.0584,3,No,1.8,0.695,3.04,5.13,5.85,3.8,No,Medium,Low
54,62.52,1,22,0.471,0.0344,1,No,4.8,0.355,4.47,5.53,8.69,5.9,No,Low,High
28,108.5,15,7,0.022,0.0488,1,Yes,3.8,0.87,4.63,6.42,8.8,2.5,No,Low,Low
57,51.88,15,12,0.09,0.0968,1,No,2.2,0.551,4.82,5.63,8.83,3.3,No,Low,Low
37,83.84,1,42,0.538,0.2744,4,No,3.7,0.497,2.52,4.17,3.94,6.3,Yes,Medium,High
51,59.86,13,67,0.231,0.0904,2,Yes,1.4,0.442,3.84,2.55,7.21,4.3,Yes,Low,Mid
9,74.3,1,34,0.173,0.0304,0,No,5.0,0.659,2.57,5.0,7.47,3.8,No,None,Low
26,51.52,7,41,0.043,0.0648,0,No,0.0,0.619,4.03,3.18,8.81,3.0,No,None,Low
20,90.27,16,41,0.352,0.0576,2,No,1.9,0.502,1.45,4.12,4.92,4.9,Yes,Low,Mid
43,42.74,1,6,0.239,0.0272,0,No,3.0,0.611,3.96,5.73,8.87,4.4,No,None,Mid
7,56.54,1,31,0.167,0.0688,1,Yes,4.7,0.498,3.11,5.05,7.21,3.8,No,Low,Low
51,106.9,13,16,0.38,0.0864,0,Yes,2.6,0.571,5.0,5.5,9.71,5.0,No,None,Mid
58,157.69,1,30,0.041,0.0256,0,No,2.4,0.817,5.0,4.33,9.91,2.3,No,None,Low
9,48.52,5,87,0.316,0.0032,0,No,2.2,0.38,4.02,1.55,9.01,4.9,Yes,None,Mid
33,29.0,1,23,0.149,0.1592,0,No,1.2,0.914,4.04,4.28,8.51,3.9,No,None,Low
22,25.06,1,104,0.191,0.0648,0,No,3.4,0.921,5.0,1.17,9.78,4.2,Yes,None,Low
1,64.85,1,4,0.401,0.0856,1,No,2.1,0.308,4.36,5.53,8.41,5.4,No,Low,Mid
8,106.09,1,11,0.197,0.0256,0,No,2.9,0.348,4.03,5.45,8.94,3.7,No,None,Low
50,91.05,1,83,0.429,0.1432,1,No,3.7,0.92,3.18,2.12,7.04,5.5,Yes,Low,Mid
55,36.98,14,38,0.292,0.104,2,Yes,1.1,0.087,3.71,3.93,7.03,4.8,No,Low,Mid
34,26.03,18,39,0.315,0.0008,2,Yes,3.2,0.521,3.92,4.72,7.58,5.0,No,Low,Mid
48,52.47,37,17,0.176,0.0296,1,Yes,4.4,0.677,4.1,6.85,8.33,3.9,No,Low,Low
39,54.2,1,39,0.163,0.0232,0,No,3.6,0.361,4.16,4.28,9.08,3.8,No,None,Low
25,79.33,13,13,0.336,0.0256,1,No,3.3,0.954,3.72,5.88,7.97,4.9,No,Low,Mid
33,38.58,25,20,0.482,0.1312,1,No,4.6,0.53,2.47,6.37,6.37,6.1,No,Low,High
9,123.66,3,18,0.198,0.064,1,No,5.9,0.875,3.09,6.17,7.21,3.6,No,Low,Low
56,60.25,29,28,0.319,0.012,0,No,4.8,0.334,4.53,6.17,9.49,4.9,No,None,Mid
44,27.55,12,23,0.289,0.1208,0,No,1.6,0.728,3.39,4.78,7.99,4.9,No,None,Mid
44,55.25,12,84,0.412,0.1848,1,No,3.7,0.772,4.19,2.43,7.91,5.6,Yes,Low,Mid
49,72.18,13,2,0.094,0.0312,0,Yes,3.7,0.759,5.0,6.57,9.9,3.2,No,None,Low
17,48.84,1,65,0.393,0.0,1,No,3.2,0.911,3.66,2.85,7.99,5.5,Yes,Low,Mid
57,234.72,29,76,0.227,0.0104,2,No,3.1,0.822,4.29,3.2,7.92,3.2,Yes,Low,Mid
11,141.75,6,56,0.283,0.0416,2,No,7.3,0.855,3.74,4.83,7.27,4.1,No,Low,Mid
19,95.4,5,36,0.27,0.0048,2,No,4.3,0.477,3.76,4.8,7.41,4.3,No,Low,Mid
22,135.89,1,19,0.031,0.0496,1,No,2.3,0.553,4.76,4.85,8.93,2.4,No,Low,Low
9,209.95,3,140,0.563,0.0032,0,No,2.6,0.224,4.04,1.0,9.03,5.7,Yes,None,High
10,71.7,6,79,0.234,0.0,3,No,2.1,0.663,3.2,1.95,6.2,4.2,Yes,Medium,Mid
25,27.39,7,31,0.329,0.0736,1,No,2.9,0.228,3.59,4.65,7.68,5.1,No,Low,Mid
21,43.68,6,68,0.474,0.0904,1,Yes,4.7,0.304,2.82,3.37,6.85,6.1,Yes,Low,High
11,67.85,3,26,0.517,0.1776,0,Yes,4.1,0.069,4.55,5.17,8.96,6.2,No,None,High
20,34.92,11,12,0.189,0.0736,2,No,3.8,0.567,3.15,6.03,6.57,4.1,No,Low,Low
12,85.86,1,43,0.125,0.0616,1,No,5.6,0.549,4.31,4.75,8.44,3.4,No,Low,Low
39,10.0,10,8,0.395,0.0064,1,No,5.1,0.827,4.31,6.63,8.62,5.7,No,Low,Mid
50,159.49,1,7,0.144,0.0728,2,No,0.6,0.472,3.3,4.88,6.72,3.1,No,Low,Low
15,34.05,4,51,0.501,0.42,2,No,4.5,0.409,4.44,4.08,6.71,6.3,No,Low,High
6,57.19,1,1,0.23,0.008,0,No,2.7,0.696,4.25,5.88,9.22,4.3,No,None,Mid
17,84.12,5,11,0.448,0.0632,2,No,4.6,0.765,2.91,6.15,6.37,5.6,No,Low,Mid
57,44.56,15,52,0.293,0.036,0,Yes,6.1,0.614,4.41,4.93,9.29,4.8,No,None,Mid
5,112.5,1,75,0.412,0.056,2,No,1.9,0.635,2.28,1.92,5.76,5.2,Yes,Low,Mid
15,187.48,4,43,0.033,0.3488,3,Yes,4.6,0.531,4.18,4.52,6.02,2.1,No,Medium,Low
32,57.84,9,43,0.436,0.0064,1,No,2.8,0.758,3.94,4.08,8.25,5.7,No,Low,Mid
60,17.92,1,7,0.637,0.0712,1,No,3.3,0.762,2.98,5.78,7.08,7.4,No,Low,High
48,68.9,1,24,0.088,0.1176,1,No,2.6,0.67,4.94,4.7,8.88,3.2,No,Low,Low
51,92.51,13,11,0.26,0.1064,1,No,4.1,0.882,4.59,6.25,8.57,4.3,No,Low,Mid
3,88.1,2,7,0.113,0.0048,0,No,2.9,0.903,4.6,5.68,9.58,3.3,No,None,Low
3,114.43,3,10,0.419,0.0376,1,No,6.3,0.73,3.29,6.7,7.5,5.2,No,Low,Mid
15,63.18,8,34,0.125,0.1512,0,Yes,2.1,0.812,3.7,4.27,8.2,3.5,No,None,Low
48,95.73,37,4,0.198,0.0752,1,Yes,0.0,0.788,5.0,6.03,9.08,3.8,No,Low,Low
32,122.77,9,0,0.1,0.1024,3,No,6.4,0.451,3.57,7.43,6.23,3.0,No,Medium,Low
8,98.98,3,75,0.102,0.0848,0,No,0.9,0.169,3.38,1.65,8.1,3.1,Yes,None,Low
6,41.39,4,28,0.626,0.0088,1,No,2.1,0.72,3.76,4.43,8.06,7.1,No,Low,High
5,79.05,3,3,0.594,0.0728,1,No,3.4,0.465,3.67,6.08,7.76,6.7,No,Low,High
47,59.04,12,55,0.214,0.1704,1,No,4.4,0.628,4.59,4.12,8.36,4.1,No,Low,Low
16,474.14,9,1,0.419,0.0928,0,Yes,3.7,0.625,3.98,6.48,8.67,3.1,No,None,Mid
46,148.77,35,3,0.244,0.084,0,No,1.0,0.732,3.19,6.35,7.91,3.8,No,None,Mid
53,306.03,1,1,0.058,0.1312,1,No,4.2,0.24,3.07,6.38,6.97,1.6,No,Low,Low
17,73.32,1,3,0.472,0.0488,1,No,3.4,0.876,3.65,6.02,7.82,5.9,No,Low,High
39,134.32,10,94,0.419,0.0096,0,No,0.2,0.64,3.25,1.0,8.22,5.1,Yes,None,Mid
5,57.72,2,21,0.322,0.0592,3,No,4.0,0.815,3.05,5.35,5.85,4.9,No,Medium,Mid
24,148.22,1,21,0.191,0.0064,0,No,4.7,0.656,4.04,5.55,9.02,3.4,No,None,Low
27,39.52,7,33,0.255,0.1232,2,No,1.2,0.792,3.24,3.98,6.5,4.5,No,Low,Mid
25,92.96,13,10,0.36,0.0128,0,No,3.4,0.979,3.92,6.07,8.88,5.0,No,None,Mid
21,38.27,1,69,0.155,0.1808,1,No,2.5,0.389,4.64,2.42,8.37,3.9,Yes,Low,Low
46,89.03,1,5,0.46,0.0168,0,No,2.9,0.491,4.39,5.75,9.33,5.7,No,None,High
8,44.12,5,10,0.198,0.008,0,No,4.9,0.475,5.0,6.3,9.97,4.1,No,None,Low
46,86.99,1,6,0.13,0.0888,0,No,1.8,0.372,4.38,5.33,9.08,3.4,No,None,Low
34,71.86,9,19,0.466,0.0288,2,No,3.9,0.212,3.21,5.65,6.78,5.8,No,Low,High
15,163.62,1,16,0.191,0.0608,1,No,2.7,0.557,3.38,5.13,7.51,3.4,No,Low,Low
35,89.36,9,9,0.543,0.0232,0,No,1.4,0.567,3.96,5.32,8.88,6.3,No,None,High
26,65.36,1,88,0.524,0.084,0,No,1.0,0.632,3.0,1.0,7.72,6.3,Yes,None,High
36,49.27,1,2,0.231,0.0976,2,No,5.5,0.809,2.9,6.77,6.24,4.3,No,Low,Mid
34,33.51,9,6,0.049,0.0032,1,No,4.0,0.847,3.11,6.33,7.43,3.1,No,Low,Low
35,17.93,1,14,0.36,0.004,0,Yes,3.6,0.739,4.03,5.53,9.02,5.4,No,None,Mid
55,63.96,28,42,0.206,0.0224,2,No,4.1,0.488,5.0,5.2,8.59,4.1,No,Low,Low
53,124.84,1,82,0.178,0.1264,0,No,0.3,0.465,3.38,1.03,7.96,3.5,Yes,None,Low
15,198.71,1,20,0.661,0.0232,1,No,1.7,0.485,5.0,4.6,9.26,6.4,No,Low,High
3,30.1,1,3,0.163,0.0976,2,No,0.0,0.291,2.88,4.88,6.22,4.0,No,Low,Low
41,59.25,11,10,0.46,0.0792,0,No,4.2,0.689,4.41,6.27,9.15,5.9,No,None,High
9,65.05,3,1,0.319,0.032,0,No,4.0,0.737,3.9,6.38,8.79,4.8,No,None,Mid
36,79.43,28,17,0.546,0.0552,2,No,4.4,0.381,3.1,6.55,6.58,6.3,No,Low,High
52,137.59,1,82,0.15,0.0488,0,No,6.4,0.857,3.95,3.07,8.79,3.2,Yes,None,Low
43,48.97,11,22,0.329,0.1128,1,No,4.1,0.627,3.04,5.63,7.0,5.0,No,Low,Mid
56,62.04,1,148,0.112,0.0832,1,No,3.0,0.754,3.72,1.03,7.78,3.4,Yes,Low,Low
58,143.16,44,1,0.029,0.0128,0,Yes,6.9,0.757,3.71,8.72,8.67,2.3,No,None,Low
26,70.96,14,165,0.214,0.2048,1,No,1.2,0.692,4.23,1.0,7.88,4.1,Yes,Low,Low
10,31.25,6,1,0.16,0.0024,0,No,1.6,0.603,3.93,5.68,8.92,3.9,No,None,Low
30,56.85,1,68,0.036,0.0256,0,No,3.4,0.521,3.7,2.77,8.61,2.9,Yes,None,Low
42,142.36,22,5,0.211,0.008,0,No,1.4,0.67,5.0,5.95,9.97,3.6,No,None,Low
36,26.02,1,15,0.122,0.1016,2,No,5.4,0.561,4.45,6.08,7.78,3.7,No,Low,Low
58,96.65,15,89,0.467,0.0376,1,No,4.0,0.734,4.39,2.38,8.6,5.7,Yes,Low,High
17,21.68,9,22,0.098,0.0904,0,No,0.3,0.623,4.42,4.3,9.12,3.6,No,None,Low
25,31.9,13,27,0.327,0.028,0,Yes,6.5,0.237,3.93,6.25,8.84,5.1,No,None,Mid
11,75.57,3,22,0.111,0.012,0,No,3.0,0.758,3.56,5.0,8.52,3.3,No,None,Low
59,89.85,15,8,0.177,0.1344,0,No,3.3,0.802,3.8,6.2,8.35,3.7,No,None,Low
56,127.75,43,29,0.182,0.0,0,Yes,3.0,0.835,3.71,5.98,8.71,3.5,No,None,Low
47,36.97,12,56,0.46,0.0656,3,No,0.0,0.445,3.09,2.6,5.87,6.0,Yes,Medium,High
31,60.62,1,35,0.496,0.0112,0,No,1.3,0.222,4.27,3.72,9.23,6.1,No,None,High
12,70.0,4,10,0.08,0.0392,0,No,5.7,0.619,2.69,6.53,7.56,3.1,No,None,Low
25,99.34,1,72,0.572,0.0008,0,No,0.1,0.601,3.56,1.47,8.56,6.4,Yes,None,High
26,30.79,7,54,0.342,0.0968,0,No,7.4,0.537,5.0,5.0,9.68,5.2,No,None,Mid
39,30.93,10,65,0.792,0.1176,0,Yes,0.0,0.542,3.17,2.08,7.78,8.4,Yes,None,Extreme
56,74.29,15,3,0.361,0.0136,2,No,5.9,0.282,4.18,7.32,7.8,5.1,No,Low,Mid
13,74.43,4,1,0.043,0.0608,0,No,3.2,0.592,5.0,6.15,9.8,2.9,No,None,Low
30,20.79,8,6,0.044,0.18,1,No,2.4,0.777,4.85,5.77,8.58,3.2,No,Low,Low
3,50.42,2,18,0.195,0.076,0,No,1.7,0.346,4.82,4.73,9.57,4.1,No,None,Low
54,176.87,14,83,0.218,0.1064,2,No,2.5,0.621,3.43,2.15,6.74,3.5,Yes,Low,Low
31,165.49,24,34,0.218,0.1248,0,No,2.7,0.718,4.13,5.0,8.71,3.5,No,None,Low
21,109.7,11,1,0.428,0.0224,0,No,2.6,0.506,3.97,6.18,8.9,5.3,No,None,Mid
46,69.14,12,8,0.105,0.048,1,Yes,3.3,0.798,4.15,6.1,8.32,3.3,No,Low,Low
35,89.8,18,38,0.09,0.04,0,No,2.5,0.685,3.51,4.53,8.38,3.1,No,None,Low
56,75.32,1,17,0.223,0.0576,0,Yes,4.5,0.569,3.58,5.68,8.39,4.1,No,None,Low
29,36.64,15,4,0.599,0.1224,0,No,1.2,0.765,5.0,5.7,9.59,7.0,No,None,High
13,61.12,4,118,0.223,0.0352,0,Yes,1.3,0.318,4.24,1.0,9.12,4.2,Yes,None,Low
30,188.01,1,51,0.749,0.2232,2,No,0.2,0.463,4.13,2.55,7.05,7.1,Yes,Low,Extreme
6,39.13,5,49,0.116,0.1032,2,No,5.3,0.414,3.61,4.48,6.93,3.6,Yes,Low,Low
11,78.44,1,101,0.025,0.016,0,No,3.2,0.74,2.33,1.1,7.28,2.7,Yes,None,Low
11,35.92,1,18,0.237,0.0816,0,No,6.8,0.587,4.96,6.4,9.69,4.4,No,None,Mid
4,78.61,2,23,0.465,0.0912,0,No,2.3,0.324,3.38,4.68,8.08,5.8,No,None,High
50,57.45,38,3,0.283,0.1008,2,No,2.0,0.964,3.01,6.78,6.34,4.6,No,Low,Mid
22,90.78,6,42,0.23,0.1296,0,No,3.6,0.376,2.9,4.3,7.47,4.1,No,None,Mid
34,149.86,1,10,0.287,0.0056,0,No,1.7,0.366,4.42,5.1,9.4,4.1,No,None,Mid
30,163.28,8,25,0.325,0.088,1,No,8.1,0.652,4.31,6.72,8.35,4.3,No,Low,Mid
5,107.95,1,14,0.057,0.0656,1,No,4.3,0.329,2.97,5.77,7.08,2.8,No,Low,Low
31,112.11,1,89,0.573,0.2272,0,No,1.0,0.766,3.02,1.0,7.26,6.3,Yes,None,High
28,55.33,15,16,0.087,0.0704,2,No,2.7,0.785,3.85,5.6,7.28,3.3,No,Low,Low
31,104.77,16,2,0.523,0.044,1,Yes,2.2,0.809,4.9,6.17,9.09,6.0,No,Low,High
23,57.19,1,8,0.478,0.0272,1,No,4.2,0.862,4.19,6.03,8.43,6.0,No,Low,High
3,82.86,1,4,0.135,0.124,0,No,4.4,0.749,1.56,6.3,6.15,3.4,No,None,Low
35,29.35,1,29,0.101,0.2512,2,No,2.7,0.398,4.92,4.48,7.75,3.5,No,Low,Low
21,44.07,6,30,0.416,0.1528,3,No,4.4,0.656,4.97,5.17,7.46,5.6,No,Medium,Mid
60,55.41,16,40,0.327,0.016,0,Yes,3.8,0.476,5.0,4.8,9.95,5.0,No,None,Mid
21,44.25,11,5,0.543,0.072,0,Yes,3.5,0.362,4.29,6.28,9.05,6.5,No,None,High
10,46.37,1,85,0.246,0.2088,0,No,3.4,0.518,3.25,1.92,7.55,4.4,Yes,None,Mid
59,69.53,1,21,0.645,0.0088,0,No,2.1,0.619,5.0,4.68,9.97,7.1,No,None,High
12,41.47,4,38,0.061,0.0128,1,No,5.3,0.537,5.0,5.0,9.29,3.2,No,Low,Low
27,39.41,7,82,0.542,0.0336,0,No,3.7,0.316,5.0,2.37,9.89,6.6,Yes,None,High
37,88.66,10,31,0.014,0.0216,2,No,3.9,0.697,2.65,5.08,6.24,2.6,No,Low,Low
12,21.37,4,9,0.218,0.0256,0,No,4.7,0.736,3.54,6.25,8.45,4.4,No,None,Low
23,82.66,6,29,0.156,0.0048,0,No,1.4,0.705,3.64,4.22,8.62,3.6,No,None,Low
22,69.75,1,24,0.291,0.18,1,No,3.2,0.406,3.32,4.9,7.05,4.6,No,Low,Mid
23,135.51,1,4,0.166,0.0224,1,No,2.1,0.565,3.82,5.53,8.08,3.3,No,Low,Low
23,154.21,1,15,0.436,0.108,3,No,3.9,0.906,2.11,5.58,4.75,5.1,No,Medium,Mid
15,90.39,8,56,0.424,0.0176,1,No,0.0,0.756,4.58,2.47,8.85,5.4,Yes,Low,Mid
26,75.8,7,36,0.664,0.0848,0,No,5.6,0.683,4.67,5.3,9.39,7.2,No,None,High
54,47.69,1,4,0.436,0.052,1,No,1.1,0.895,4.88,5.2,9.04,5.8,No,Low,Mid
28,157.29,15,98,0.502,0.028,0,No,6.5,0.737,5.0,2.77,9.91,5.6,Yes,None,High
13,27.32,1,63,0.337,0.0392,0,No,2.8,0.398,3.74,2.82,8.61,5.2,Yes,None,Mid
35,78.57,1,49,0.266,0.1104,0,No,2.3,0.724,2.66,3.35,7.29,4.4,Yes,None,Mid
37,125.25,1,39,0.113,0.0024,0,No,6.6,0.546,4.73,5.28,9.72,3.0,No,None,Low
44,41.74,12,39,0.32,0.0312,0,No,0.9,0.558,4.49,3.75,9.39,5.0,No,None,Mid
38,23.89,1,17,0.151,0.0024,0,No,5.3,0.582,3.81,5.95,8.8,3.9,No,None,Low
4,100.67,2,20,0.163,0.02,1,No,1.5,0.856,3.64,4.57,7.91,3.5,No,Low,Low
14,54.35,1,4,0.556,0.0136,0,No,4.6,0.635,2.61,6.37,7.56,6.6,No,None,High
47,51.59,12,16,0.515,0.0448,0,No,7.5,0.896,4.18,7.1,9.03,6.3,No,None,High
37,84.87,1,44,0.252,0.1016,3,No,3.5,0.17,5.0,4.0,7.66,4.3,No,Medium,Mid
8,53.58,1,15,0.403,0.0704,0,No,0.6,0.77,3.33,4.48,8.1,5.5,No,None,Mid
34,71.59,9,74,0.229,0.0776,2,Yes,0.9,0.786,1.63,1.9,5.04,4.2,Yes,Low,Mid
2,122.4,1,68,0.355,0.0216,0,No,1.1,0.52,3.82,2.0,8.75,4.8,Yes,None,Mid
8,128.29,3,15,0.169,0.276,1,No,3.2,0.955,4.08,5.42,7.49,3.4,No,Low,Low
57,69.63,1,25,0.694,0.0392,1,No,2.7,0.689,4.21,4.68,8.41,7.4,No,Low,Extreme
25,34.1,1,75,0.146,0.0784,2,No,3.7,0.443,4.19,2.52,7.6,3.8,Yes,Low,Low
27,78.07,21,66,0.327,0.0104,0,Yes,1.9,0.717,3.32,3.03,8.29,4.8,No,None,Mid
11,61.73,1,51,0.106,0.1728,0,No,0.0,0.904,4.64,2.48,9.06,3.4,Yes,None,Low
59,82.2,15,25,0.388,0.0456,0,No,2.9,0.918,3.94,5.22,8.79,5.2,No,None,Mid
59,115.97,15,32,0.147,0.06,0,No,2.5,0.486,4.21,4.73,9.01,3.3,No,None,Low
17,79.34,1,31,0.328,0.0808,0,No,5.4,0.926,5.0,5.28,9.73,4.8,No,None,Mid
58,51.55,30,3,0.364,0.1248,0,No,2.5,0.203,4.81,6.68,9.39,5.2,No,None,Mid
30,72.37,1,88,0.108,0.0672,2,No,4.6,0.555,3.3,2.17,6.74,3.3,Yes,Low,Low
51,65.33,13,14,0.314,0.0888,0,No,2.5,0.924,2.93,5.57,7.63,4.8,No,None,Mid
38,33.02,1,14,0.257,0.0928,0,No,4.9,0.651,4.27,5.97,8.96,4.6,No,None,Mid
57,128.72,15,30,0.071,0.2104,1,No,2.8,0.874,4.34,4.93,7.97,2.7,No,Low,Low
56,59.5,15,2,0.451,0.2432,0,No,0.5,0.651,3.87,5.57,8.06,5.8,No,None,High
56,48.11,1,15,0.048,0.1616,1,No,0.9,0.602,3.19,4.58,6.98,3.0,No,Low,Low
10,58.93,1,2,0.154,0.0312,1,No,8.3,0.648,4.01,7.7,8.24,3.7,No,Low,Low
34,36.21,1,45,0.065,0.0136,0,Yes,6.3,0.248,2.63,4.88,7.58,3.2,No,None,Low
58,95.63,15,6,0.298,0.012,1,No,3.7,0.724,2.9,6.43,7.19,4.5,No,Low,Mid
15,171.89,4,11,0.192,0.1328,0,No,3.3,0.675,5.0,5.68,9.56,3.3,No,None,Low
55,136.45,14,61,0.266,0.0088,0,Yes,3.1,0.868,3.92,3.45,8.89,4.0,No,None,Mid
